loan_id,gender,married,dependents,education,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,credit_history,property_area,loan_status,age,ed,employ,address,income,debtinc,creddebt,othdebt,default,approved
LP002418,Male,No,3+,Not Graduate,No,4707.0,1993.0,148.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002422,Male,No,1,Graduate,No,37719.0,0.0,152.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002424,Male,Yes,0,Graduate,No,7333.0,8333.0,175.0,300.0,,Rural,Y,,,,,,,,,,1.0
LP002429,Male,Yes,1,Graduate,Yes,3466.0,1210.0,130.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002434,Male,Yes,2,Not Graduate,No,4652.0,0.0,110.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002435,Male,Yes,0,Graduate,No,3539.0,1376.0,55.0,360.0,1.0,Rural,N,,,,,,,,,,0.0
LP002443,Male,Yes,2,Graduate,No,3340.0,1710.0,150.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002444,Male,No,1,Not Graduate,Yes,2769.0,1542.0,190.0,360.0,,Semiurban,N,,,,,,,,,,0.0
LP002446,Male,Yes,2,Not Graduate,No,2309.0,1255.0,125.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002447,Male,Yes,2,Not Graduate,No,1958.0,1456.0,60.0,300.0,,Urban,Y,,,,,,,,,,1.0
LP002448,Male,Yes,0,Graduate,No,3948.0,1733.0,149.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002449,Male,Yes,0,Graduate,No,2483.0,2466.0,90.0,180.0,0.0,Rural,Y,,,,,,,,,,1.0
LP002453,Male,No,0,Graduate,Yes,7085.0,0.0,84.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002455,Male,Yes,2,Graduate,No,3859.0,0.0,96.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002459,Male,Yes,0,Graduate,No,4301.0,0.0,118.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002467,Male,Yes,0,Graduate,No,3708.0,2569.0,173.0,360.0,1.0,Urban,N,,,,,,,,,,0.0
LP002472,Male,No,2,Graduate,No,4354.0,0.0,136.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002473,Male,Yes,0,Graduate,No,8334.0,0.0,160.0,360.0,1.0,Semiurban,N,,,,,,,,,,0.0
LP002478,Male,Yes,0,Graduate,Yes,2083.0,4083.0,160.0,360.0,,Semiurban,Y,,,,,,,,,,1.0
LP002484,Male,Yes,3+,Graduate,No,7740.0,0.0,128.0,180.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002487,Male,Yes,0,Graduate,No,3015.0,2188.0,153.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002489,Female,No,1,Not Graduate,No,5191.0,0.0,132.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002493,Male,No,0,Graduate,No,4166.0,0.0,98.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP002494,Male,No,0,Graduate,No,6000.0,0.0,140.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002500,Male,Yes,3+,Not Graduate,No,2947.0,1664.0,70.0,180.0,0.0,Urban,N,,,,,,,,,,0.0
LP002501,Male,Yes,0,Graduate,No,16692.0,0.0,110.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002502,Female,Yes,2,Not Graduate,No,210.0,2917.0,98.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002505,Male,Yes,0,Graduate,No,4333.0,2451.0,110.0,360.0,1.0,Urban,N,,,,,,,,,,0.0
LP002515,Male,Yes,1,Graduate,Yes,3450.0,2079.0,162.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002517,Male,Yes,1,Not Graduate,No,2653.0,1500.0,113.0,180.0,0.0,Rural,N,,,,,,,,,,0.0
LP002519,Male,Yes,3+,Graduate,No,4691.0,0.0,100.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002522,Female,No,0,Graduate,Yes,2500.0,0.0,93.0,360.0,,Urban,Y,,,,,,,,,,1.0
LP002524,Male,No,2,Graduate,No,5532.0,4648.0,162.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002527,Male,Yes,2,Graduate,Yes,16525.0,1014.0,150.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002529,Male,Yes,2,Graduate,No,6700.0,1750.0,230.0,300.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002530,Male,Yes,2,Graduate,No,2873.0,1872.0,132.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP002531,Male,Yes,1,Graduate,Yes,16667.0,2250.0,86.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002533,Male,Yes,2,Graduate,No,2947.0,1603.0,,360.0,1.0,Urban,N,,,,,,,,,,0.0
LP002534,Female,No,0,Not Graduate,No,4350.0,0.0,154.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002536,Male,Yes,3+,Not Graduate,No,3095.0,0.0,113.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002537,Male,Yes,0,Graduate,No,2083.0,3150.0,128.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002541,Male,Yes,0,Graduate,No,10833.0,0.0,234.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002543,Male,Yes,2,Graduate,No,8333.0,0.0,246.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002544,Male,Yes,1,Not Graduate,No,1958.0,2436.0,131.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002545,Male,No,2,Graduate,No,3547.0,0.0,80.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002547,Male,Yes,1,Graduate,No,18333.0,0.0,500.0,360.0,1.0,Urban,N,,,,,,,,,,0.0
LP002555,Male,Yes,2,Graduate,Yes,4583.0,2083.0,160.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002556,Male,No,0,Graduate,No,2435.0,0.0,75.0,360.0,1.0,Urban,N,,,,,,,,,,0.0
LP002560,Male,No,0,Not Graduate,No,2699.0,2785.0,96.0,360.0,,Semiurban,Y,,,,,,,,,,1.0
LP002562,Male,Yes,1,Not Graduate,No,5333.0,1131.0,186.0,360.0,,Urban,Y,,,,,,,,,,1.0
LP002571,Male,No,0,Not Graduate,No,3691.0,0.0,110.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002582,Female,No,0,Not Graduate,Yes,17263.0,0.0,225.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002585,Male,Yes,0,Graduate,No,3597.0,2157.0,119.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002586,Female,Yes,1,Graduate,No,3326.0,913.0,105.0,84.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002587,Male,Yes,0,Not Graduate,No,2600.0,1700.0,107.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002588,Male,Yes,0,Graduate,No,4625.0,2857.0,111.0,12.0,,Urban,Y,,,,,,,,,,1.0
LP002600,Male,Yes,1,Graduate,Yes,2895.0,0.0,95.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002602,Male,No,0,Graduate,No,6283.0,4416.0,209.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002603,Female,No,0,Graduate,No,645.0,3683.0,113.0,480.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002606,Female,No,0,Graduate,No,3159.0,0.0,100.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002615,Male,Yes,2,Graduate,No,4865.0,5624.0,208.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002618,Male,Yes,1,Not Graduate,No,4050.0,5302.0,138.0,360.0,,Rural,N,,,,,,,,,,0.0
LP002619,Male,Yes,0,Not Graduate,No,3814.0,1483.0,124.0,300.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002622,Male,Yes,2,Graduate,No,3510.0,4416.0,243.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002624,Male,Yes,0,Graduate,No,20833.0,6667.0,480.0,360.0,,Urban,Y,,,,,,,,,,1.0
LP002625,Male,No,0,Graduate,No,3583.0,0.0,96.0,360.0,1.0,Urban,N,,,,,,,,,,0.0
LP002626,Male,Yes,0,Graduate,Yes,2479.0,3013.0,188.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002634,Female,No,1,Graduate,No,13262.0,0.0,40.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002637,Male,No,0,Not Graduate,No,3598.0,1287.0,100.0,360.0,1.0,Rural,N,,,,,,,,,,0.0
LP002640,Male,Yes,1,Graduate,No,6065.0,2004.0,250.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002643,Male,Yes,2,Graduate,No,3283.0,2035.0,148.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002648,Male,Yes,0,Graduate,No,2130.0,6666.0,70.0,180.0,1.0,Semiurban,N,,,,,,,,,,0.0
LP002652,Male,No,0,Graduate,No,5815.0,3666.0,311.0,360.0,1.0,Rural,N,,,,,,,,,,0.0
LP002659,Male,Yes,3+,Graduate,No,3466.0,3428.0,150.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002670,Female,Yes,2,Graduate,No,2031.0,1632.0,113.0,480.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002682,Male,Yes,0,Not Graduate,No,3074.0,1800.0,123.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP002683,Male,No,0,Graduate,No,4683.0,1915.0,185.0,360.0,1.0,Semiurban,N,,,,,,,,,,0.0
LP002684,Female,No,0,Not Graduate,No,3400.0,0.0,95.0,360.0,1.0,Rural,N,,,,,,,,,,0.0
LP002689,Male,Yes,2,Not Graduate,No,2192.0,1742.0,45.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002690,Male,No,0,Graduate,No,2500.0,0.0,55.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002692,Male,Yes,3+,Graduate,Yes,5677.0,1424.0,100.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002693,Male,Yes,2,Graduate,Yes,7948.0,7166.0,480.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002697,Male,No,0,Graduate,No,4680.0,2087.0,,360.0,1.0,Semiurban,N,,,,,,,,,,0.0
LP002699,Male,Yes,2,Graduate,Yes,17500.0,0.0,400.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002705,Male,Yes,0,Graduate,No,3775.0,0.0,110.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002706,Male,Yes,1,Not Graduate,No,5285.0,1430.0,161.0,360.0,0.0,Semiurban,Y,,,,,,,,,,1.0
LP002714,Male,No,1,Not Graduate,No,2679.0,1302.0,94.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002716,Male,No,0,Not Graduate,No,6783.0,0.0,130.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002717,Male,Yes,0,Graduate,No,1025.0,5500.0,216.0,360.0,,Rural,Y,,,,,,,,,,1.0
LP002720,Male,Yes,3+,Graduate,No,4281.0,0.0,100.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002723,Male,No,2,Graduate,No,3588.0,0.0,110.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002729,Male,No,1,Graduate,No,11250.0,0.0,196.0,360.0,,Semiurban,N,,,,,,,,,,0.0
LP002731,Female,No,0,Not Graduate,Yes,18165.0,0.0,125.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002732,Male,No,0,Not Graduate,No,2550.0,2042.0,126.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002734,Male,Yes,0,Graduate,No,6133.0,3906.0,324.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002738,Male,No,2,Graduate,No,3617.0,0.0,107.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002739,Male,Yes,0,Not Graduate,No,2917.0,536.0,66.0,360.0,1.0,Rural,N,,,,,,,,,,0.0
LP002740,Male,Yes,3+,Graduate,No,6417.0,0.0,157.0,180.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002741,Female,Yes,1,Graduate,No,4608.0,2845.0,140.0,180.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002743,Female,No,0,Graduate,No,2138.0,0.0,99.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP002753,Female,No,1,Graduate,No,3652.0,0.0,95.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002755,Male,Yes,1,Not Graduate,No,2239.0,2524.0,128.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002757,Female,Yes,0,Not Graduate,No,3017.0,663.0,102.0,360.0,,Semiurban,Y,,,,,,,,,,1.0
LP002767,Male,Yes,0,Graduate,No,2768.0,1950.0,155.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002768,Male,No,0,Not Graduate,No,3358.0,0.0,80.0,36.0,1.0,Semiurban,N,,,,,,,,,,0.0
LP002772,Male,No,0,Graduate,No,2526.0,1783.0,145.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002776,Female,No,0,Graduate,No,5000.0,0.0,103.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP002777,Male,Yes,0,Graduate,No,2785.0,2016.0,110.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002778,Male,Yes,2,Graduate,Yes,6633.0,0.0,,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002784,Male,Yes,1,Not Graduate,No,2492.0,2375.0,,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002785,Male,Yes,1,Graduate,No,3333.0,3250.0,158.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002788,Male,Yes,0,Not Graduate,No,2454.0,2333.0,181.0,360.0,0.0,Urban,N,,,,,,,,,,0.0
LP002789,Male,Yes,0,Graduate,No,3593.0,4266.0,132.0,180.0,0.0,Rural,N,,,,,,,,,,0.0
LP002792,Male,Yes,1,Graduate,No,5468.0,1032.0,26.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002794,Female,No,0,Graduate,No,2667.0,1625.0,84.0,360.0,,Urban,Y,,,,,,,,,,1.0
LP002795,Male,Yes,3+,Graduate,Yes,10139.0,0.0,260.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002798,Male,Yes,0,Graduate,No,3887.0,2669.0,162.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002804,Female,Yes,0,Graduate,No,4180.0,2306.0,182.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002807,Male,Yes,2,Not Graduate,No,3675.0,242.0,108.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002813,Female,Yes,1,Graduate,Yes,19484.0,0.0,600.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002820,Male,Yes,0,Graduate,No,5923.0,2054.0,211.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002821,Male,No,0,Not Graduate,Yes,5800.0,0.0,132.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002832,Male,Yes,2,Graduate,No,8799.0,0.0,258.0,360.0,0.0,Urban,N,,,,,,,,,,0.0
LP002833,Male,Yes,0,Not Graduate,No,4467.0,0.0,120.0,360.0,,Rural,Y,,,,,,,,,,1.0
LP002836,Male,No,0,Graduate,No,3333.0,0.0,70.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002837,Male,Yes,3+,Graduate,No,3400.0,2500.0,123.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002840,Female,No,0,Graduate,No,2378.0,0.0,9.0,360.0,1.0,Urban,N,,,,,,,,,,0.0
LP002841,Male,Yes,0,Graduate,No,3166.0,2064.0,104.0,360.0,0.0,Urban,N,,,,,,,,,,0.0
LP002842,Male,Yes,1,Graduate,No,3417.0,1750.0,186.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002847,Male,Yes,0,Graduate,No,5116.0,1451.0,165.0,360.0,0.0,Urban,N,,,,,,,,,,0.0
LP002855,Male,Yes,2,Graduate,No,16666.0,0.0,275.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002862,Male,Yes,2,Not Graduate,No,6125.0,1625.0,187.0,480.0,1.0,Semiurban,N,,,,,,,,,,0.0
LP002863,Male,Yes,3+,Graduate,No,6406.0,0.0,150.0,360.0,1.0,Semiurban,N,,,,,,,,,,0.0
LP002868,Male,Yes,2,Graduate,No,3159.0,461.0,108.0,84.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002872,Male,Yes,0,Graduate,No,3087.0,2210.0,136.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP002874,Male,No,0,Graduate,No,3229.0,2739.0,110.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002877,Male,Yes,1,Graduate,No,1782.0,2232.0,107.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002888,Male,No,0,Graduate,No,3182.0,2917.0,161.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002892,Male,Yes,2,Graduate,No,6540.0,0.0,205.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002893,Male,No,0,Graduate,No,1836.0,33837.0,90.0,360.0,1.0,Urban,N,,,,,,,,,,0.0
LP002894,Female,Yes,0,Graduate,No,3166.0,0.0,36.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002898,Male,Yes,1,Graduate,No,1880.0,0.0,61.0,360.0,,Rural,N,,,,,,,,,,0.0
LP002911,Male,Yes,1,Graduate,No,2787.0,1917.0,146.0,360.0,0.0,Rural,N,,,,,,,,,,0.0
LP002912,Male,Yes,1,Graduate,No,4283.0,3000.0,172.0,84.0,1.0,Rural,N,,,,,,,,,,0.0
LP002916,Male,Yes,0,Graduate,No,2297.0,1522.0,104.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002917,Female,No,0,Not Graduate,No,2165.0,0.0,70.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002925,Male,No,0,Graduate,No,4750.0,0.0,94.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002926,Male,Yes,2,Graduate,Yes,2726.0,0.0,106.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP002928,Male,Yes,0,Graduate,No,3000.0,3416.0,56.0,180.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002931,Male,Yes,2,Graduate,Yes,6000.0,0.0,205.0,240.0,1.0,Semiurban,N,,,,,,,,,,0.0
LP002933,Male,No,3+,Graduate,Yes,9357.0,0.0,292.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002936,Male,Yes,0,Graduate,No,3859.0,3300.0,142.0,180.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002938,Male,Yes,0,Graduate,Yes,16120.0,0.0,260.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002940,Male,No,0,Not Graduate,No,3833.0,0.0,110.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002941,Male,Yes,2,Not Graduate,Yes,6383.0,1000.0,187.0,360.0,1.0,Rural,N,,,,,,,,,,0.0
LP002943,Male,No,0,Graduate,No,2987.0,0.0,88.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP002945,Male,Yes,0,Graduate,Yes,9963.0,0.0,180.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002948,Male,Yes,2,Graduate,No,5780.0,0.0,192.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002949,Female,No,3+,Graduate,No,416.0,41667.0,350.0,180.0,,Urban,N,,,,,,,,,,0.0
LP002950,Male,Yes,0,Not Graduate,No,2894.0,2792.0,155.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002953,Male,Yes,3+,Graduate,No,5703.0,0.0,128.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002958,Male,No,0,Graduate,No,3676.0,4301.0,172.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002959,Female,Yes,1,Graduate,No,12000.0,0.0,496.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002960,Male,Yes,0,Not Graduate,No,2400.0,3800.0,,180.0,1.0,Urban,N,,,,,,,,,,0.0
LP002961,Male,Yes,1,Graduate,No,3400.0,2500.0,173.0,360.0,1.0,Semiurban,Y,,,,,,,,,,1.0
LP002964,Male,Yes,2,Not Graduate,No,3987.0,1411.0,157.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002974,Male,Yes,0,Graduate,No,3232.0,1950.0,108.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002978,Female,No,0,Graduate,No,2900.0,0.0,71.0,360.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002979,Male,Yes,3+,Graduate,No,4106.0,0.0,40.0,180.0,1.0,Rural,Y,,,,,,,,,,1.0
LP002983,Male,Yes,1,Graduate,No,8072.0,240.0,253.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002984,Male,Yes,2,Graduate,No,7583.0,0.0,187.0,360.0,1.0,Urban,Y,,,,,,,,,,1.0
LP002990,Female,No,0,Graduate,Yes,4583.0,0.0,133.0,360.0,0.0,Semiurban,N,,,,,,,,,,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,41.0,3.0,17.0,12.0,176.0,9.3,11.359392,5.008608,1.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,27.0,1.0,10.0,6.0,31.0,17.3,1.362202,4.000798,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,40.0,1.0,15.0,14.0,55.0,5.5,0.856075,2.168925,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,41.0,1.0,15.0,14.0,120.0,2.9,2.65872,0.82128,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,24.0,2.0,2.0,0.0,28.0,17.3,1.787436,3.056564,1.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,41.0,2.0,5.0,5.0,25.0,10.2,0.3927,2.1573,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,39.0,1.0,20.0,9.0,67.0,30.6,3.833874,16.668126,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,43.0,1.0,12.0,11.0,38.0,3.6,0.128592,1.239408,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,24.0,1.0,3.0,4.0,19.0,24.4,1.358348,3.277652,1.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,36.0,1.0,0.0,13.0,25.0,19.7,2.7777,2.1473,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,27.0,1.0,0.0,1.0,16.0,1.7,0.182512,0.089488,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,25.0,1.0,4.0,0.0,23.0,5.2,0.252356,0.943644,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,52.0,1.0,24.0,14.0,64.0,10.0,3.9296,2.4704,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,37.0,1.0,6.0,9.0,29.0,16.3,1.715901,3.011099,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,48.0,1.0,22.0,15.0,100.0,9.1,3.7037,5.3963,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,36.0,2.0,9.0,6.0,49.0,8.6,0.817516,3.396484,1.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,36.0,2.0,13.0,6.0,41.0,16.4,2.918216,3.805784,1.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,43.0,1.0,23.0,19.0,72.0,7.6,1.181952,4.290048,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,39.0,1.0,6.0,9.0,61.0,5.7,0.563274,2.913726,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,41.0,3.0,0.0,21.0,26.0,1.7,0.099008,0.342992,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,39.0,1.0,22.0,3.0,52.0,3.2,1.154816,0.509184,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,47.0,1.0,17.0,21.0,43.0,5.6,0.587552,1.820448,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,28.0,1.0,3.0,6.0,26.0,10.0,0.4316,2.1684,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,29.0,1.0,8.0,6.0,27.0,9.8,0.402192,2.243808,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,21.0,2.0,1.0,2.0,16.0,18.0,0.24192,2.63808,1.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,25.0,4.0,0.0,2.0,32.0,17.6,2.14016,3.49184,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,45.0,2.0,9.0,26.0,69.0,6.7,0.707319,3.915681,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,43.0,1.0,25.0,21.0,64.0,16.7,0.951232,9.736768,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,33.0,2.0,12.0,8.0,58.0,18.4,3.084208,7.587792,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,26.0,3.0,2.0,1.0,37.0,14.2,0.204906,5.049094,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,45.0,1.0,3.0,15.0,20.0,2.1,0.105,0.315,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,30.0,1.0,1.0,10.0,22.0,10.5,1.13883,1.17117,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,27.0,3.0,2.0,7.0,26.0,6.0,0.72228,0.83772,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,25.0,1.0,8.0,4.0,27.0,14.4,1.018656,2.869344,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,25.0,1.0,8.0,1.0,35.0,2.9,0.07714,0.93786,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,26.0,2.0,6.0,7.0,45.0,26.0,6.0489,5.6511,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,30.0,2.0,10.0,4.0,22.0,16.1,1.409716,2.132284,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,32.0,2.0,12.0,1.0,54.0,14.4,3.195936,4.580064,0.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,28.0,2.0,1.0,8.0,24.0,17.1,1.337904,2.766096,1.0,0.0
LP001002,Male,Yes,0,Graduate,No,,,,,,Semiurban,Y,45.0,1.0,23.0,5.0,50.0,4.2,0.5586,1.5414,0.0,0.0
